season,celebrity_name,results,placement,week,judge_total,has_score,eliminated_week_actual,celebrity_key,fan_vote_est,judge_norm,fan_norm,w_judge,w_fan,combined_score,combined_rank,rank_volatility,adjusted_score,adjusted_rank
1,John O'Hurley,2nd Place,2,3,24.0,True,,john ohurley,2207.037231,0.8461538461537811,0.5526901301225583,0.3535987083036856,0.6464012916963144,0.6564585210451983,3,1.1547005383792515,0.6218175048938208,1054
1,John O'Hurley,2nd Place,2,4,21.0,True,,john ohurley,2581.25073,0.16666666666663887,0.8547757060943242,0.3535987083036856,0.6464012916963144,0.6114612385806047,3,1.0,0.5814612385806047,1162
1,John O'Hurley,2nd Place,2,5,27.0,True,,john ohurley,3565.644561,0.9999999999997777,0.681101186016364,0.3535987083036856,0.6464012916963144,0.7938633947204765,1,1.0,0.7638633947204765,730
1,John O'Hurley,2nd Place,2,6,27.0,True,,john ohurley,4498.384338,0.0,0.0,0.3535987083036856,0.6464012916963144,0.0,2,0.9574271077563382,-0.028722813232690145,2712
1,Kelly Monaco,1st Place,1,1,13.0,True,,kelly monaco,2356.106712,0.0,0.9227073981175609,0.4004562655618865,0.5995437344381135,0.5532034392610775,4,0.0,0.5532034392610775,1239
1,Kelly Monaco,1st Place,1,2,17.0,True,,kelly monaco,2691.069235,0.24999999999997916,0.9999999999999996,0.4138098769993847,0.5861901230006152,0.6896425922504525,2,1.4142135623730951,0.6472161853792597,999
1,Kelly Monaco,1st Place,1,3,21.0,True,,kelly monaco,3112.973023,0.615384615384568,0.9999999999999996,0.3535987083036856,0.6464012916963144,0.8640004968062578,1,1.5275252316519468,0.8181747398566994,587
1,Kelly Monaco,1st Place,1,4,26.0,True,,kelly monaco,2544.183419,0.9999999999998334,0.7634318012628588,0.3535987083036856,0.6464012916963144,0.8470820107619826,1,1.4142135623730951,0.8046556038907898,616
1,Kelly Monaco,1st Place,1,5,23.5,True,,kelly monaco,4179.255465,0.22222222222217283,0.9999999999999996,0.3535987083036856,0.6464012916963144,0.724978782430449,2,0.5773502691896258,0.7076582743547603,859
1,Kelly Monaco,1st Place,1,6,27.5,True,,kelly monaco,5501.615662,0.999999999998,0.999999999999999,0.3535987083036856,0.6464012916963144,0.9999999999992922,1,0.5,0.9849999999992922,136
1,Rachel Hunter,Eliminated Week 4,4,1,20.0,True,4.0,rachel hunter,2462.763757,0.9999999999998571,0.9740060269962502,0.4004562655618865,0.5995437344381135,0.9844154763523911,2,0.0,0.9844154763523911,139
1,Rachel Hunter,Eliminated Week 4,4,2,24.0,True,4.0,rachel hunter,2470.923859,0.8333333333332639,0.881577714682432,0.4138098769993847,0.5861901230006152,0.8616137131704211,1,0.7071067811865476,0.8404005097348247,528
1,Rachel Hunter,Eliminated Week 4,4,3,26.0,True,4.0,rachel hunter,2493.586016,0.9999999999999231,0.6941748808783702,0.3535987083036856,0.6464012916963144,0.8023142479665721,2,0.5773502691896257,0.7849937398908834,674
1,Rachel Hunter,Eliminated Week 4,4,4,25.0,True,4.0,rachel hunter,2234.383175,0.8333333333331945,0.0,0.3535987083036856,0.6464012916963144,0.29466559025302225,4,1.2583057392117916,0.2569164180766685,1990
1,Trista Sutter,Eliminated Week 2,6,1,18.0,True,2.0,trista sutter,1165.499678,0.7142857142856123,0.35006347780716124,0.4004562655618865,0.5995437344381135,0.49591855446192,5,0.0,0.49591855446192,1387
1,Trista Sutter,Eliminated Week 2,6,2,19.0,True,2.0,trista sutter,832.0831885,0.41666666666663194,0.0,0.4138098769993847,0.5861901230006152,0.17242078208306258,6,0.7071067811865476,0.15120757864746615,2258
2,Drew Lachey,1st Place,1,1,24.0,True,,drew lachey,1966.916521,0.9999999999999166,0.9797528596431065,0.4255446797045682,0.5744553202954318,0.9883689225011787,1,0.0,0.9883689225011787,96
2,Drew Lachey,1st Place,1,2,27.0,True,,drew lachey,2163.577018,0.8461538461537811,0.9999999999999994,0.38127328127666393,0.6187267187233361,0.9413425721112574,2,0.7071067811865476,0.920129368675661,305
2,Drew Lachey,1st Place,1,3,27.0,True,,drew lachey,2419.65619,0.9999999999999231,0.9999999999999994,0.2649422178544595,0.7350577821455405,0.9999999999999791,1,0.5773502691896257,0.9826794919242904,141
2,Drew Lachey,1st Place,1,4,28.0,True,,drew lachey,2736.584262,0.99999999999995,0.9999999999999996,0.2711774333322924,0.7288225666677075,0.999999999999986,1,0.5,0.984999999999986,97
2,Drew Lachey,1st Place,1,5,27.0,True,,drew lachey,2955.855691,0.6249999999999218,0.9999999999999996,0.3119789548734795,0.6880210451265205,0.8830078919224205,2,0.5773502691896257,0.8656873838467317,459
2,Drew Lachey,1st Place,1,6,30.0,True,,drew lachey,3310.136474,0.9999999999998571,0.9999999999999997,0.4148205757925155,0.5851794242074845,0.9999999999999405,1,0.5,0.9849999999999405,106
2,Drew Lachey,1st Place,1,7,27.5,True,,drew lachey,3559.86007,0.9999999999998571,0.9999999999999994,0.4148205757925155,0.5851794242074845,0.9999999999999404,1,0.5,0.9849999999999404,107
2,Drew Lachey,1st Place,1,8,28.9998,True,,drew lachey,4301.580183,0.9999999999995713,0.9999999999999996,0.4148205757925155,0.5851794242074845,0.9999999999998219,1,0.5,0.9849999999998219,125
2,George Hamilton,Eliminated Week 6,5,1,18.0,True,6.0,george hamilton,1103.70678,0.4999999999999583,0.5150427136350407,0.4255446797045682,0.5744553202954318,0.508641366879312,7,0.0,0.508641366879312,1360
2,George Hamilton,Eliminated Week 6,5,2,22.0,True,6.0,george hamilton,915.2023187,0.46153846153842604,0.2413915511805544,0.38127328127666393,0.6187267187233361,0.3253276860556197,6,0.7071067811865476,0.3041144826200233,1887
2,George Hamilton,Eliminated Week 6,5,3,22.0,True,6.0,george hamilton,833.9779048,0.615384615384568,0.025231724054160944,0.2649422178544595,0.7350577821455405,0.1815881399564608,6,0.5773502691896257,0.16426763188077204,2229
2,George Hamilton,Eliminated Week 6,5,4,21.0,True,6.0,george hamilton,808.9358899,0.6499999999999676,0.11208243006426162,0.2711774333322924,0.7288225666677075,0.25795353602377025,6,0.4999999999999999,0.24295353602377026,2022
2,George Hamilton,Eliminated Week 6,5,5,24.0,True,6.0,george hamilton,893.3599433,0.24999999999996875,0.0,0.3119789548734795,0.6880210451265205,0.07799473871836012,4,1.0,0.047994738718360117,2502
2,George Hamilton,Eliminated Week 6,5,6,23.0,True,6.0,george hamilton,898.7196035,0.0,0.0,0.4148205757925155,0.5851794242074845,0.0,5,0.9574271077563381,-0.02872281323269014,2706
2,Giselle Fernandez,Eliminated Week 3,8,1,23.0,True,3.0,giselle fernandez,1102.840854,0.9166666666665902,0.5145765411872809,0.4255446797045682,0.5744553202954318,0.6856838548467432,3,0.0,0.6856838548467432,912
2,Giselle Fernandez,Eliminated Week 3,8,2,24.0,True,3.0,giselle fernandez,1046.141517,0.615384615384568,0.3209602753526502,0.38127328127666393,0.6187267187233361,0.4332164095643357,3,0.0,0.4332164095643357,1564
2,Giselle Fernandez,Eliminated Week 3,8,3,22.0,True,3.0,giselle fernandez,792.9328709,0.615384615384568,0.0,0.2649422178544595,0.7350577821455405,0.16304136483350098,7,2.3094010767585034,0.09375933253074589,2393
2,Jerry Rice,2nd Place,2,1,21.0,True,,jerry rice,672.3051643,0.7499999999999375,0.28279706313089237,0.4255446797045682,0.5744553202954318,0.4816127872578638,8,0.0,0.4816127872578638,1421
2,Jerry Rice,2nd Place,2,2,23.0,True,,jerry rice,546.5317622,0.538461538461497,0.0173589757457195,0.38127328127666393,0.6187267187233361,0.21604145971404257,7,0.7071067811865476,0.19482825627844613,2143
2,Jerry Rice,2nd Place,2,3,19.0,True,,jerry rice,1104.748952,0.38461538461535505,0.19168353796791635,0.2649422178544595,0.7350577821455405,0.24279932931344522,4,2.0816659994661326,0.18034934932946126,2189
2,Jerry Rice,2nd Place,2,4,24.0,True,,jerry rice,964.2617615,0.7999999999999601,0.1836289695967671,0.2711774333322924,0.7288225666677075,0.35077488360188536,5,1.8257418583505538,0.29600262785136877,1903
2,Jerry Rice,2nd Place,2,5,23.0,True,,jerry rice,936.1054625,0.12499999999998437,0.020725142947648642,0.3119789548734795,0.6880210451265205,0.05325670387041781,5,1.2583057392117916,0.015507531694064061,2559
2,Jerry Rice,2nd Place,2,6,23.0,True,,jerry rice,961.4854,0.0,0.026028596410618023,0.4148205757925155,0.5851794242074845,0.015231399060494453,4,0.5773502691896256,-0.0020891090151943167,2627
2,Jerry Rice,2nd Place,2,7,20.5,True,,jerry rice,2211.149927,0.0,0.12380789233561226,0.4148205757925155,0.5851794242074845,0.07244983114929582,4,0.5773502691896256,0.055129323073607045,2485
2,Jerry Rice,2nd Place,2,8,26.666600000000003,True,,jerry rice,2164.176871,0.0,0.0,0.4148205757925155,0.5851794242074845,0.0,3,0.8164965809277259,-0.024494897427831775,2688
2,Kenny Mayne,Eliminated Week 1,10,1,13.0,True,1.0,kenny mayne,147.0031417,0.08333333333332639,0.0,0.4255446797045682,0.5744553202954318,0.035462056642044396,10,0.0,0.035462056642044396,2530
2,Lisa Rinna,Eliminated Week 7,4,1,19.0,True,7.0,lisa rinna,1056.205098,0.5833333333332847,0.4894701180891701,0.4255446797045682,0.5744553202954318,0.5294131099562678,6,0.0,0.5294131099562678,1302
2,Lisa Rinna,Eliminated Week 7,4,2,20.0,True,7.0,lisa rinna,1205.112808,0.307692307692284,0.4175634543020128,0.38127328127666393,0.6187267187233361,0.37567252171649207,4,1.4142135623730951,0.3332461148452992,1816
2,Lisa Rinna,Eliminated Week 7,4,3,25.0,True,7.0,lisa rinna,824.7955952,0.8461538461537811,0.019587058183704098,0.2649422178544595,0.7350577821455405,0.23857949619333307,5,1.0,0.20857949619333307,2100
2,Lisa Rinna,Eliminated Week 7,4,4,26.0,True,7.0,lisa rinna,1230.598498,0.8999999999999551,0.3063095742550045,0.2711774333322924,0.7288225666677075,0.4673050201024761,3,1.2909944487358056,0.42857518664040195,1580
2,Lisa Rinna,Eliminated Week 7,4,5,25.0,True,7.0,lisa rinna,1401.819293,0.37499999999995315,0.2465262535774971,0.3119789548734795,0.6880210451265205,0.2866073587150554,3,0.9574271077563381,0.2578845454823652,1986
2,Lisa Rinna,Eliminated Week 7,4,6,27.0,True,7.0,lisa rinna,1567.365317,0.5714285714284898,0.27728333565210483,0.4148205757925155,0.5851794242074845,0.39930083172349007,3,1.0,0.36930083172349004,1719
2,Lisa Rinna,Eliminated Week 7,4,7,26.5,True,7.0,lisa rinna,2020.574186,0.8571428571427346,0.0,0.4148205757925155,0.5851794242074845,0.3555604935363911,3,0.0,0.3555604935363911,1758
2,Master P,Eliminated Week 4,7,1,12.0,True,4.0,master p,269.326861,0.0,0.06585314177560081,0.4255446797045682,0.5744553202954318,0.03782968765116324,9,0.0,0.03782968765116324,2528
2,Master P,Eliminated Week 4,7,2,16.0,True,4.0,master p,618.2178183,0.0,0.06092093502805522,0.38127328127666393,0.6187267187233361,0.037693410231466155,8,0.7071067811865476,0.01648020679586973,2558
2,Master P,Eliminated Week 4,7,3,14.0,True,4.0,master p,902.7128781,0.0,0.0674853590103674,0.2649422178544595,0.7350577821455405,0.04960563832145623,8,0.5773502691896258,0.03228513024576746,2540
2,Master P,Eliminated Week 4,7,4,8.0,True,4.0,master p,565.6075437,0.0,0.0,0.2711774333322924,0.7288225666677075,0.0,7,0.8164965809277263,-0.024494897427831785,2696
2,Stacy Keibler,3rd Place,3,1,22.0,True,,stacy keibler,2004.526048,0.8333333333332639,0.9999999999999996,0.4255446797045682,0.5744553202954318,0.9290758867158755,2,0.0,0.9290758867158755,281
2,Stacy Keibler,3rd Place,3,2,29.0,True,,stacy keibler,2026.403385,0.9999999999999231,0.9166427539684932,0.38127328127666393,0.6187267187233361,0.9484246446810827,1,0.7071067811865476,0.9272114412454863,287
2,Stacy Keibler,3rd Place,3,3,27.0,True,,stacy keibler,2089.227649,0.9999999999999231,0.7968747745112466,0.2649422178544595,0.7350577821455405,0.8506912222544036,2,0.5773502691896257,0.8333707141787149,543
2,Stacy Keibler,3rd Place,3,4,26.0,True,,stacy keibler,2506.814522,0.8999999999999551,0.8941629645020222,0.2711774333322924,0.7288225666677075,0.8957458368066209,2,0.5,0.8807458368066209,411
2,Stacy Keibler,3rd Place,3,5,30.0,True,,stacy keibler,2904.856316,0.999999999999875,0.9752729793228067,0.3119789548734795,0.6880210451265205,0.9829872893907734,1,0.5773502691896257,0.9656667813150847,194
2,Stacy Keibler,3rd Place,3,6,30.0,True,,stacy keibler,3262.293205,0.9999999999998571,0.9801596855420188,0.4148205757925155,0.5851794242074845,0.9883898562093238,2,0.5,0.9733898562093238,173
2,Stacy Keibler,3rd Place,3,7,27.5,True,,stacy keibler,2208.415817,0.9999999999998571,0.12203167257785356,0.4148205757925155,0.5851794242074845,0.48623099968664085,2,0.5,0.47123099968664084,1457
2,Stacy Keibler,3rd Place,3,8,28.6665,True,,stacy keibler,3534.242945,0.8571489799413429,0.6409955792189768,0.4148205757925155,0.5851794242074845,0.730660457366139,2,0.5,0.715660457366139,840
2,Tatum O'Neal,Eliminated Week 2,9,1,23.0,True,2.0,tatum oneal,708.9489621,0.9166666666665902,0.30252430185065105,0.4255446797045682,0.5744553202954318,0.563869317779256,4,0.0,0.563869317779256,1212
2,Tatum O'Neal,Eliminated Week 2,9,2,17.0,True,2.0,tatum oneal,517.9656341,0.076923076923071,0.0,0.38127328127666393,0.6187267187233361,0.029328713944356505,9,3.5355339059327378,-0.07673730323362563,2773
2,Tia Carrere,Eliminated Week 5,6,1,20.0,True,5.0,tia carrere,968.2205704,0.6666666666666111,0.4421035271838358,0.4255446797045682,0.5744553202954318,0.5376651764484857,5,0.0,0.5376651764484857,1280
2,Tia Carrere,Eliminated Week 5,6,2,22.0,True,5.0,tia carrere,960.8477383,0.46153846153842604,0.2691292175862297,0.38127328127666393,0.6187267187233361,0.34248972137584566,5,0.0,0.34248972137584566,1791
2,Tia Carrere,Eliminated Week 5,6,3,26.0,True,5.0,tia carrere,1031.94796,0.9230769230768521,0.1469303884032579,0.2649422178544595,0.7350577821455405,0.35256437267973306,3,1.1547005383792515,0.3179233565283555,1850
2,Tia Carrere,Eliminated Week 5,6,4,25.0,True,5.0,tia carrere,1187.197522,0.8499999999999576,0.2863181226497632,0.2711774333322924,0.7288225666677075,0.4391759273655169,4,0.957427107756338,0.41045311413282676,1620
2,Tia Carrere,Eliminated Week 5,6,5,22.0,True,5.0,tia carrere,908.0032941,0.0,0.007099821086336529,0.3119789548734795,0.6880210451265205,0.004884826324032567,6,1.2909944487358054,-0.033845007138041595,2726
3,Emmitt Smith,1st Place,1,1,24.0,True,,emmitt smith,1151.772139,0.8571428571427959,0.7383173767635682,0.45086480628424425,0.5491351937157557,0.791891603956381,2,0.0,0.791891603956381,653
3,Emmitt Smith,1st Place,1,2,24.0,True,,emmitt smith,1265.806996,0.49999999999995,0.7598379921419509,0.5176150012080046,0.4823849987919954,0.6253419495254837,4,1.4142135623730951,0.5829155426542909,1156
3,Emmitt Smith,1st Place,1,3,19.0,True,,emmitt smith,1418.560116,0.0,0.7528339533697608,0.5281935877071879,0.47180641229281206,0.355191886591601,7,2.5166114784235836,0.2796935422388935,1943
3,Emmitt Smith,1st Place,1,4,24.0,True,,emmitt smith,1724.739583,0.44444444444439507,0.7570489179362725,0.5104114802255241,0.48958851977447604,0.5974920058961628,4,2.0615528128088303,0.5356454215118979,1283
3,Emmitt Smith,1st Place,1,5,27.0,True,,emmitt smith,2126.487286,0.9999999999996666,0.7683403149418712,0.5611502615430011,0.43884973845699893,0.8983362078010224,2,2.0615528128088303,0.8364896234167575,537
3,Emmitt Smith,1st Place,1,6,25.0,True,,emmitt smith,2405.332777,0.69999999999993,0.7023608654433997,0.5144016344994383,0.4855983655005617,0.7011464324004457,2,2.362907813126304,0.6302591980066566,1027
3,Emmitt Smith,1st Place,1,7,28.5,True,,emmitt smith,2591.876037,0.9999999999998181,0.7229575045480024,0.46448219496903,0.53551780503097,0.8516388109351594,2,1.0000000000000002,0.8216388109351593,579
3,Emmitt Smith,1st Place,1,8,27.0,True,,emmitt smith,2952.292854,0.249999999999875,0.6624856003051899,0.46448219496903,0.53551780503097,0.47089338328225927,2,0.0,0.47089338328225927,1460
3,Emmitt Smith,1st Place,1,9,29.5,True,,emmitt smith,3602.157489,0.0,0.6725362191977938,0.46448219496903,0.53551780503097,0.36015511990862986,2,0.0,0.36015511990862986,1742
3,Emmitt Smith,1st Place,1,10,29.666600000000003,True,,emmitt smith,4621.955654,0.0,0.0,0.46448219496903,0.53551780503097,0.0,2,0.0,0.0,2579
3,Harry Hamlin,Eliminated Week 3,9,1,17.0,True,3.0,harry hamlin,596.4701461,0.3571428571428316,0.3470256822561068,0.45086480628424425,0.5491351937157557,0.3515871603515538,8,0.0,0.3515871603515538,1774
3,Harry Hamlin,Eliminated Week 3,9,2,21.0,True,3.0,harry hamlin,670.2406623,0.19999999999998,0.40204907366102316,0.5176150012080046,0.4823849987919954,0.2974654421538861,7,0.7071067811865476,0.2762522387182897,1947
3,Harry Hamlin,Eliminated Week 3,9,3,22.0,True,3.0,harry hamlin,1.0,0.37499999999995315,0.0,0.5281935877071879,0.47180641229281206,0.19807259539017072,9,1.0,0.16807259539017072,2220
3,Jerry Springer,Eliminated Week 7,5,1,16.0,True,7.0,jerry springer,275.0859447,0.2857142857142653,0.12056337820963191,0.45086480628424425,0.5491351937157557,0.1950241101293756,10,0.0,0.1950241101293756,2142
3,Jerry Springer,Eliminated Week 7,5,2,19.0,True,7.0,jerry springer,342.8598281,0.0,0.20537369432568864,0.5176150012080046,0.4823849987919954,0.09906918928920495,10,0.0,0.09906918928920495,2377
3,Jerry Springer,Eliminated Week 7,5,3,21.0,True,7.0,jerry springer,388.4518876,0.24999999999996875,0.20576688987663658,0.5281935877071879,0.47180641229281206,0.22913053500812652,8,1.1547005383792517,0.19448951885674898,2144
3,Jerry Springer,Eliminated Week 7,5,4,22.0,True,7.0,jerry springer,523.6486442,0.22222222222219754,0.22954197632559087,0.5104114802255241,0.48958851977447604,0.22580588979879104,7,1.5000000000000002,0.18080588979879103,2185
3,Jerry Springer,Eliminated Week 7,5,5,24.0,True,7.0,jerry springer,703.4063666,0.0,0.25391218874156063,0.5611502615430011,0.43884973845699893,0.11142929762027803,6,1.7078251276599334,0.06019454379048003,2475
3,Jerry Springer,Eliminated Week 7,5,6,18.0,True,7.0,jerry springer,720.695955,0.0,0.0,0.5144016344994383,0.4855983655005617,0.0,5,1.290994448735806,-0.03872983346207418,2742
3,Jerry Springer,Eliminated Week 7,5,7,23.0,True,7.0,jerry springer,619.9691188,0.0,0.0,0.46448219496903,0.53551780503097,0.0,5,0.9574271077563388,-0.028722813232690162,2716
3,Joey Lawrence,3rd Place,3,1,21.0,True,,joey lawrence,1355.462285,0.6428571428570969,0.8818469577877178,0.45086480628424425,0.5491351937157557,0.7740948611751161,3,0.0,0.7740948611751161,702
3,Joey Lawrence,3rd Place,3,2,29.0,True,,joey lawrence,1444.547695,0.9999999999999,0.8672172004098729,0.5176150012080046,0.4823849987919954,0.9359475693800672,1,1.4142135623730951,0.8935211625088744,373
3,Joey Lawrence,3rd Place,3,3,22.0,True,,joey lawrence,1533.104489,0.37499999999995315,0.8136658660262611,0.5281935877071879,0.47180641229281206,0.5819653684451449,4,1.5275252316519468,0.5361396114955865,1282
3,Joey Lawrence,3rd Place,3,4,27.0,True,,joey lawrence,1733.003069,0.7777777777776913,0.7606781570605454,0.5104114802255241,0.48958851977447604,0.769405999782079,3,1.2583057392117916,0.7316568276057253,810
3,Joey Lawrence,3rd Place,3,5,25.0,True,,joey lawrence,1978.23453,0.33333333333322224,0.7147485715396289,0.5611502615430011,0.43884973845699893,0.5007173108636178,5,1.707825127659933,0.44948255703381984,1523
3,Joey Lawrence,3rd Place,3,6,24.0,True,,joey lawrence,2038.917116,0.59999999999994,0.5495943952991449,0.5144016344994383,0.4855983655005617,0.5755231207451665,3,0.9574271077563381,0.5468003075124764,1259
3,Joey Lawrence,3rd Place,3,7,28.5,True,,joey lawrence,1925.095002,0.9999999999998181,0.47849649642721137,0.46448219496903,0.53551780503097,0.7207255884506552,3,1.0,0.6907255884506551,896
3,Joey Lawrence,3rd Place,3,8,27.0,True,,joey lawrence,1884.835121,0.249999999999875,0.19479432125156523,0.46448219496903,0.53551780503097,0.22043637609133526,3,1.0,0.19043637609133526,2159
3,Joey Lawrence,3rd Place,3,9,29.5,True,,joey lawrence,2030.365936,0.0,0.0,0.46448219496903,0.53551780503097,0.0,3,0.0,0.0,2579
3,Mario Lopez,2nd Place,2,1,26.0,True,,mario lopez,1523.139291,0.9999999999999286,0.9999999999999993,0.45086480628424425,0.5491351937157557,0.9999999999999674,1,0.0,0.9999999999999674,13
3,Mario Lopez,2nd Place,2,2,21.0,True,,mario lopez,1665.574566,0.19999999999998,0.9999999999999994,0.5176150012080046,0.4823849987919954,0.5859079990335857,6,3.5355339059327378,0.47984198185560356,1430
3,Mario Lopez,2nd Place,2,3,22.0,True,,mario lopez,1883.965174,0.37499999999995315,0.9999999999999996,0.5281935877071879,0.47180641229281206,0.6698790076829826,3,2.516611478423583,0.5943806633302751,1121
3,Mario Lopez,2nd Place,2,4,29.0,True,,mario lopez,2277.919684,0.9999999999998889,0.9999999999999996,0.5104114802255241,0.48958851977447604,0.9999999999999432,1,2.362907813126304,0.9291127656061541,279
3,Mario Lopez,2nd Place,2,5,27.0,True,,mario lopez,2767.335756,0.9999999999996666,0.9999999999999997,0.5611502615430011,0.43884973845699893,0.9999999999998128,1,2.362907813126304,0.9291127656060237,280
3,Mario Lopez,2nd Place,2,6,28.0,True,,mario lopez,3119.230533,0.9999999999999,0.9999999999999997,0.5144016344994383,0.4855983655005617,0.9999999999999485,1,1.0000000000000002,0.9699999999999485,186
3,Mario Lopez,2nd Place,2,7,28.0,True,,mario lopez,3347.524896,0.9090909090907437,0.9999999999999997,0.46448219496903,0.53551780503097,0.9577743459118293,1,0.0,0.9577743459118293,208
3,Mario Lopez,2nd Place,2,8,28.5,True,,mario lopez,3722.635112,0.9999999999995,0.9999999999999996,0.46448219496903,0.53551780503097,0.9999999999997675,1,0.0,0.9999999999997675,87
3,Mario Lopez,2nd Place,2,9,29.5,True,,mario lopez,4367.476575,0.0,0.9999999999999996,0.46448219496903,0.53551780503097,0.5355178050309698,1,0.0,0.5355178050309698,1284
3,Mario Lopez,2nd Place,2,10,29.666600000000003,True,,mario lopez,5378.044346,0.0,0.9999999999999987,0.46448219496903,0.53551780503097,0.5355178050309694,1,0.0,0.5355178050309694,1285
3,Monique Coleman,Eliminated Week 8,4,1,19.0,True,8.0,monique coleman,1379.113372,0.4999999999999643,0.898512617244193,0.45086480628424425,0.5491351937157557,0.7188373032685466,6,0.0,0.7188373032685466,831
3,Monique Coleman,Eliminated Week 8,4,2,26.0,True,8.0,monique coleman,1454.151342,0.69999999999993,0.8729866307473061,0.5176150012080046,0.4823849987919954,0.7834461556640344,2,2.8284271247461903,0.6985933419216487,883
3,Monique Coleman,Eliminated Week 8,4,3,27.0,True,8.0,monique coleman,1504.033177,0.999999999999875,0.7982267530774838,0.5281935877071879,0.47180641229281206,0.9048020882727499,1,2.6457513110645907,0.8254295489408121,565
3,Monique Coleman,Eliminated Week 8,4,4,24.0,True,8.0,monique coleman,1625.976288,0.44444444444439507,0.7136730818477124,0.5104114802255241,0.48958851977447604,0.5762556945115844,5,2.3804761428476167,0.5048414102261559,1369
3,Monique Coleman,Eliminated Week 8,4,5,27.0,True,8.0,monique coleman,1767.022671,0.9999999999996666,0.6383978037263237,0.5611502615430011,0.43884973845699893,0.8413109707396337,3,1.707825127659933,0.7900762169098356,656
3,Monique Coleman,Eliminated Week 8,4,6,23.0,True,8.0,monique coleman,1715.82362,0.49999999999995,0.4148898557175604,0.5144016344994383,0.4855983655005617,0.45867065304890464,4,1.707825127659933,0.40743589921910667,1631
3,Monique Coleman,Eliminated Week 8,4,7,27.0,True,8.0,monique coleman,1515.534946,0.7272727272725951,0.32834005987564147,0.46448219496903,0.53551780503097,0.5136371808730285,4,0.816496580927726,0.48914228344519667,1405
3,Monique Coleman,Eliminated Week 8,4,8,26.5,True,8.0,monique coleman,1440.236913,0.0,0.0,0.46448219496903,0.53551780503097,0.0,4,0.49999999999999994,-0.014999999999999998,2647
3,Sara Evans,Withdrew,6,1,15.0,True,,sara evans,440.9895973,0.21428571428569898,0.23746683287186207,0.45086480628424425,0.5491351937157557,0.22701528233105955,9,0.0,0.22701528233105955,2060
3,Sara Evans,Withdrew,6,2,21.0,True,,sara evans,494.4228828,0.19999999999998,0.2964258212749838,0.5176150012080046,0.4823849987919954,0.2465143696792399,8,0.7071067811865476,0.22530116624364346,2065
3,Sara Evans,Withdrew,6,3,25.0,True,,sara evans,502.5308406,0.7499999999999063,0.26635162855115013,0.5281935877071879,0.47180641229281206,0.5218115970554074,6,1.5275252316519468,0.475985840105849,1438
3,Sara Evans,Withdrew,6,4,20.0,True,,sara evans,570.5177065,0.0,0.2501263924687472,0.5104114802255241,0.48958851977447604,0.12245901024530359,8,1.2583057392117918,0.08470983806894983,2418
3,Sara Evans,Withdrew,6,5,24.0,True,,sara evans,656.5133902,0.0,0.23696089268203777,0.5611502615430011,0.43884973845699893,0.10399022577804927,7,0.9574271077563381,0.07526741254535912,2440
