season,celebrity,week,fan_votes_mean,fan_votes_std,fan_votes_p05,fan_votes_p95,n_runs
5,Floyd Mayweather Jr. ,3,547.2117265083011,106.0883173684292,386.0485728316641,757.5032946514493,50
5,Floyd Mayweather Jr. ,4,20.383794253509695,74.43134115813861,1.0,134.52995633862693,50
5,Helio Castroneves,1,1297.5858094183263,206.1582295642002,965.6148311063516,1600.5736284477678,50
5,Helio Castroneves,2,1404.647748210096,150.92041103573737,1218.1575103411913,1631.1194087067838,50
5,Helio Castroneves,3,1476.5598215387924,112.85019227189977,1285.396598401175,1652.0589382312503,50
5,Helio Castroneves,4,1679.2521916156431,101.04320190783363,1511.1247820953115,1805.3181902802119,50
5,Helio Castroneves,5,1870.2966554321677,92.60999713296187,1693.771759880177,2000.3116394358535,50
5,Helio Castroneves,6,2400.532786547121,97.78659383830141,2248.809363366969,2543.3908862967155,50
5,Helio Castroneves,7,2708.6411701689462,130.98505245588666,2517.3958665076752,2952.6645816340974,50
5,Helio Castroneves,8,3356.5689062899496,86.68277659433903,3218.595563552651,3487.381244151976,50
5,Helio Castroneves,9,4070.558425622953,74.89474828500727,3968.805136478553,4188.245548926062,50
5,Helio Castroneves,10,4156.477051022825,85.13724362636036,4003.340428170526,4269.443780053803,50
5,Jane Seymour,1,947.0045899917964,199.9706676851259,714.8643310413887,1224.5114685312735,50
5,Jane Seymour,2,989.1493583763929,131.7474734155061,765.1795164153865,1189.930778388026,50
5,Jane Seymour,3,920.6114362081727,111.39085122398737,759.3566656986834,1091.1878773847322,50
5,Jane Seymour,4,927.5409019787869,102.8525221534427,773.9143399475323,1134.6857612257777,50
5,Jane Seymour,5,821.7153059588558,96.72579150569076,689.4702944514975,967.3412813592286,50
5,Jane Seymour,6,967.9678053298755,83.48883827122837,852.9334732374492,1135.423972652117,50
5,Jane Seymour,7,540.8833295462248,351.1750952518402,1.0,879.7267944333257,50
5,Jennie Garth,1,1104.2156456439484,179.5298311246233,829.5213416919239,1391.6943482891793,50
5,Jennie Garth,2,1190.268366303992,137.57055982822027,1012.6836068036736,1465.5754453103718,50
5,Jennie Garth,3,1220.0051450337517,103.44500349551473,1096.5917881764176,1399.064215804851,50
5,Jennie Garth,4,1329.2392734119398,93.69767032066784,1205.5672345470591,1468.7755929188227,50
5,Jennie Garth,5,1331.2987527907108,94.77765236229124,1170.4122976172648,1473.6085316848798,50
5,Jennie Garth,6,1601.5275369933638,93.46692862544917,1457.3637401862006,1764.014707909544,50
5,Jennie Garth,7,1545.6251581214958,98.10297855943989,1401.4170139400774,1707.8983172762046,50
5,Jennie Garth,8,1792.8504749852177,74.89131204583272,1672.434985751313,1894.2442801153938,50
5,Jennie Garth,9,1.0,0.0,1.0,1.0,50
5,Josie Maran,1,63.80736542298782,89.87632856413721,1.0,267.45859633679214,50
5,Marie Osmond,1,835.1108017768033,191.9008512938604,477.252016374311,1126.3972096979946,50
5,Marie Osmond,2,857.9697808716211,142.8484742546581,635.8816579577918,1070.4856302413293,50
5,Marie Osmond,3,825.9354374518936,114.69829529866632,622.9537289182683,984.2045270280498,50
5,Marie Osmond,4,853.3342535596407,125.46815555737327,667.266890874621,1047.6137555004648,50
5,Marie Osmond,5,752.6116363361243,108.96642832302987,594.3951901153321,893.8850308594306,50
5,Marie Osmond,6,942.2348131279138,86.8487056812026,797.7078295967088,1072.549415297552,50
5,Marie Osmond,7,872.8135299444248,72.36951655335444,755.703475919144,982.4862414291072,50
5,Marie Osmond,8,1153.5764477055507,84.101617688745,1015.5366909811487,1283.1300633974818,50
5,Marie Osmond,9,1568.1872283776656,68.1775437713705,1474.7754588340708,1680.6476982706681,50
5,Marie Osmond,10,1451.5084381717786,76.32449254579849,1340.8009659072288,1581.8538021045213,50
5,Mark Cuban,1,394.9301783225661,203.5309757878992,44.992980445811895,718.5323843453097,50
5,Mark Cuban,2,458.02841526502857,130.75689021174668,242.42759626954341,637.8535313239381,50
5,Mark Cuban,3,396.36473399181284,113.24678674872506,228.17581020440207,618.2723025564807,50
5,Mark Cuban,4,426.3555542473398,92.05041663514557,305.20127272766814,600.744609323137,50
5,Mark Cuban,5,367.96717998428403,102.6020213582765,199.3512782708111,545.9253431019852,50
5,Mel B,1,1473.0010540746275,190.9477335624206,1115.8451262082751,1781.1607627395178,50
5,Mel B,2,1634.362215857066,142.89643099915355,1393.892375419028,1819.010361337444,50
5,Mel B,3,1763.559145511908,119.18531492195386,1571.419377584533,1932.1602828659393,50
5,Mel B,4,2024.9270812232855,104.52352554987046,1854.8092473751233,2187.4668260690787,50
5,Mel B,5,2243.0205931525784,92.37914536170442,2110.4677729317036,2385.686783889947,50
5,Mel B,6,2786.466047249924,105.96739105998536,2622.446810417973,2954.18379552225,50
5,Mel B,7,3084.375646209647,125.68315617691444,2944.2388323339696,3320.497541265833,50
5,Mel B,8,3696.0041710192822,92.38908441189771,3548.7819909087925,3850.6267995242383,50
5,Mel B,9,4360.254345999381,93.05562703100192,4199.928338384828,4503.092514067322,50
5,Mel B,10,4392.014510805396,90.04262056270136,4262.9929965855645,4529.84691618149,50
5,Sabrina Bryan,1,1566.934196432649,197.3873000740676,1223.7942826648366,1838.071103339661,50
5,Sabrina Bryan,2,1596.2343197520324,126.68924713248258,1374.1548889671046,1807.348377850256,50
5,Sabrina Bryan,3,1581.5686380481666,98.24086998419749,1434.3560798014269,1728.347269820202,50
5,Sabrina Bryan,4,1618.696860328388,91.5040122389407,1488.7743618683346,1750.630308146547,50
5,Sabrina Bryan,5,1545.0866519398498,84.98881550628592,1426.6986051245935,1688.334472404085,50
5,Sabrina Bryan,6,1.0,0.0,1.0,1.0,50
5,Wayne Newton,1,188.0967177127588,169.56629366153956,1.0000000000000833,448.3092419529435,50
5,Wayne Newton,2,269.7749591575481,140.02800716849757,98.06280649394814,503.05014912987383,50
5,Wayne Newton,3,210.1165333216343,102.11240087151823,21.73202298738125,368.98857513570846,50
6,Adam Carolla,1,373.45575658414344,200.39537318671063,51.99853408139309,692.638915110832,50
6,Adam Carolla,2,390.37816164280025,162.33827227349752,151.96379760523882,631.8825673109426,50
6,Adam Carolla,3,411.6732928270251,117.0669424401324,240.51106906855102,613.179621300207,50
6,Adam Carolla,4,404.8568466716082,109.86882956661191,258.83487566405995,596.7487754121818,50
6,Cristian de la Fuente,1,1075.5050199816706,176.37192411857345,816.4701456626345,1374.8984161614876,50
