season,celebrity,week,fan_votes,judge_score,eliminated
3,Vivica A. Fox,4,1.0,24.0,True
3,Willa Ford,4,1543.1950249134593,28.0,False
3,Emmitt Smith,5,2126.4872859507263,27.0,False
3,Jerry Springer,5,703.406366604245,24.0,False
3,Joey Lawrence,5,1978.2345297032803,25.0,False
3,Mario Lopez,5,2767.3357560669865,27.0,False
3,Monique Coleman,5,1767.022671429971,27.0,False
3,Sara Evans,5,656.5133902447917,24.0,True
3,Willa Ford,5,1.0,27.0,True
3,Emmitt Smith,6,2405.332776617807,25.0,False
3,Jerry Springer,6,720.695955004144,18.0,False
3,Joey Lawrence,6,2038.917116058422,24.0,False
3,Mario Lopez,6,3119.230532705393,28.0,False
3,Monique Coleman,6,1715.823619614234,23.0,False
3,Emmitt Smith,7,2591.8760374890644,28.5,False
3,Jerry Springer,7,619.9691187605509,23.0,True
3,Joey Lawrence,7,1925.0950015453036,28.5,False
3,Mario Lopez,7,3347.5248960915656,28.0,False
3,Monique Coleman,7,1515.5349461135147,27.0,False
3,Emmitt Smith,8,2952.292853818103,27.0,False
3,Joey Lawrence,8,1884.8351209660907,27.0,False
3,Mario Lopez,8,3722.6351118422417,28.5,False
3,Monique Coleman,8,1440.236913373565,26.5,True
3,Emmitt Smith,9,3602.1574887769843,29.5,False
3,Joey Lawrence,9,2030.3659361904972,29.5,False
3,Mario Lopez,9,4367.476575032519,29.5,False
3,Emmitt Smith,10,4621.955653986744,29.666600000000003,False
3,Mario Lopez,10,5378.044346013256,29.666600000000003,False
4,Apolo Anton Ohno,1,1554.6068877330358,21.0,False
4,Billy Ray Cyrus,1,557.048295420135,13.0,False
4,Clyde Drexler,1,145.26439039146243,16.0,False
4,Heather Mills,1,1067.0446026512561,18.0,False
4,Ian Ziering,1,1186.9565134844597,21.0,False
4,Joey Fatone,1,1561.9582586477259,24.0,False
4,John Ratzenberger,1,512.1147782472382,17.0,False
4,Laila Ali,1,1428.4565471291667,23.0,False
4,Leeza Gibbons,1,623.6419786301798,15.0,False
4,Paulina Porizkova,1,708.8742536131072,19.0,False
4,Shandi Finnessey,1,654.0334940522349,19.0,False
4,Apolo Anton Ohno,2,1654.2867951197127,26.0,False
4,Billy Ray Cyrus,2,617.1812320587469,21.0,False
4,Clyde Drexler,2,204.0628871906831,18.0,False
4,Heather Mills,2,1129.8182962105477,24.0,False
4,Ian Ziering,2,1256.1485850952008,22.0,False
4,Joey Fatone,2,1652.1994576739573,24.0,False
4,John Ratzenberger,2,569.7876641420082,21.0,False
4,Laila Ali,2,1517.1191876516637,27.0,False
4,Leeza Gibbons,2,687.3432993728733,21.0,False
4,Paulina Porizkova,2,1.0,21.0,True
4,Shandi Finnessey,2,711.0525954846063,20.0,False
4,Apolo Anton Ohno,3,1799.1672922456476,23.0,False
4,Billy Ray Cyrus,3,661.5892785373276,21.0,False
4,Clyde Drexler,3,256.08989142811396,16.0,False
4,Heather Mills,3,1184.0583863033357,24.0,False
4,Ian Ziering,3,1326.0398842620318,24.0,False
4,Joey Fatone,3,1778.1169872802814,24.0,False
4,John Ratzenberger,3,617.0856548663686,20.0,False
4,Laila Ali,3,1633.149107197408,21.0,False
4,Leeza Gibbons,3,743.7035178794847,24.0,False
4,Shandi Finnessey,3,1.0,21.0,True
4,Apolo Anton Ohno,4,2000.820973622616,26.0,False
4,Billy Ray Cyrus,4,689.5983412078616,21.0,False
4,Clyde Drexler,4,309.5001055268216,15.0,False
4,Heather Mills,4,1229.292023761733,23.0,False
4,Ian Ziering,4,1388.544558741446,24.0,False
4,Joey Fatone,4,1943.1477760634361,28.0,False
4,John Ratzenberger,4,659.5961735251595,16.0,False
4,Laila Ali,4,1778.500047550927,21.0,False
4,Leeza Gibbons,4,1.0,16.0,True
4,Apolo Anton Ohno,5,2158.7865912766015,30.0,False
4,Billy Ray Cyrus,5,602.294118098439,17.0,False
4,Clyde Drexler,5,267.0748484667927,13.0,True
4,Heather Mills,5,1162.8702488000063,21.0,False
4,Ian Ziering,5,1331.9954169242487,24.0,False
4,Joey Fatone,5,2035.1819190330448,25.0,False
4,John Ratzenberger,5,602.4418880716267,18.0,False
4,Laila Ali,5,1839.354969329239,28.0,False
4,Apolo Anton Ohno,6,2579.745750173764,28.0,False
4,Billy Ray Cyrus,6,726.5663730466887,21.0,False
4,Heather Mills,6,1.0,23.0,True
4,Ian Ziering,6,1465.904759791715,24.0,False
4,Joey Fatone,6,2361.448472254614,27.0,False
4,John Ratzenberger,6,758.9016638745973,19.0,False
4,Laila Ali,6,2106.4329808586226,28.0,False
4,Apolo Anton Ohno,7,2934.232802799009,27.0,False
4,Billy Ray Cyrus,7,748.3216705509167,19.0,False
4,Ian Ziering,7,1473.4431322321454,27.0,False
4,Joey Fatone,7,2592.1559935674973,29.5,False
4,John Ratzenberger,7,1.0,22.5,True
4,Laila Ali,7,2250.8464008504307,29.5,False
4,Apolo Anton Ohno,8,3156.8111651529225,29.0,False
4,Billy Ray Cyrus,8,629.1695767634072,19.0,True
4,Ian Ziering,8,1311.5430601981793,23.5,False
4,Joey Fatone,8,2671.744456736832,27.5,False
4,Laila Ali,8,2230.7317411486615,26.5,False
4,Apolo Anton Ohno,9,3498.626458450282,29.5,False
4,Ian Ziering,9,1271.8515703573328,29.0,True
4,Joey Fatone,9,2881.295369521129,30.0,False
4,Laila Ali,9,2348.2266016712556,30.0,False
4,Apolo Anton Ohno,10,4012.0359058074782,29.3332,False
4,Joey Fatone,10,3294.9145873695234,28.6665,False
4,Laila Ali,10,2693.049506822998,28.333200000000005,False
5,Albert Reed,1,691.8156886475347,21.0,False
5,Cameron Mathison,1,951.8545082930458,21.0,False
5,Floyd Mayweather Jr. ,1,487.55594445790626,18.0,False
5,Helio Castroneves,1,1282.4132752074472,25.0,False
5,Jane Seymour,1,969.6317815889643,24.0,False
5,Jennie Garth,1,1105.7549740695397,21.0,False
5,Josie Maran,1,115.86853862075809,16.0,True
5,Marie Osmond,1,856.3201596919089,21.0,False
5,Mark Cuban,1,334.4614346338888,21.0,False
5,Mel B,1,1509.4677359501816,24.0,False
5,Sabrina Bryan,1,1508.7208878403635,26.0,False
5,Wayne Newton,1,186.13507099846268,19.0,False
5,Albert Reed,2,1.0,21.0,True
5,Cameron Mathison,2,1033.228263642305,21.0,False
5,Floyd Mayweather Jr. ,2,561.4942927402573,21.0,False
5,Helio Castroneves,2,1388.3350051976583,27.0,False
5,Jane Seymour,2,1019.7784957036538,21.0,False
5,Jennie Garth,2,1200.2260874097558,21.0,False
5,Marie Osmond,2,914.7048712742753,24.0,False
5,Mark Cuban,2,397.88054758232346,18.0,False
5,Mel B,2,1643.0691001866255,23.0,False
5,Sabrina Bryan,2,1582.2066608497557,26.0,False
5,Wayne Newton,2,258.07667541338975,15.0,False
5,Cameron Mathison,3,1029.8076055794731,23.0,False
5,Floyd Mayweather Jr. ,3,544.1593796703164,21.0,False
5,Helio Castroneves,3,1453.9874253270682,24.0,False
5,Jane Seymour,3,953.2997951481049,27.0,False
5,Jennie Garth,3,1224.8481138914358,26.0,False
5,Marie Osmond,3,861.9505745319254,26.0,False
5,Mark Cuban,3,365.90327596044807,20.0,False
5,Mel B,3,1762.764009429933,27.0,False
5,Sabrina Bryan,3,1561.178124842244,27.0,False
5,Wayne Newton,3,242.10169561905084,18.0,True
5,Cameron Mathison,4,1107.186838591519,27.0,False
5,Floyd Mayweather Jr. ,4,1.0,23.0,True
5,Helio Castroneves,4,1670.603548898562,27.0,False
5,Jane Seymour,4,944.6511016080973,26.0,False
5,Jennie Garth,4,1337.3153440251658,27.0,False
5,Marie Osmond,4,872.87412449633,26.0,False
5,Mark Cuban,4,419.322864619267,22.0,False
5,Mel B,4,2033.8686949765524,26.0,False
5,Sabrina Bryan,4,1613.1774827845052,30.0,False
5,Cameron Mathison,5,1066.4563131602881,26.0,False
5,Helio Castroneves,5,1853.1280917875793,23.0,False
5,Jane Seymour,5,816.4986932264803,26.0,False
5,Jennie Garth,5,1331.5468016981263,25.0,False
5,Marie Osmond,5,764.9836722664003,21.0,False
5,Mark Cuban,5,373.33895901217306,21.0,True
5,Mel B,5,2252.5798093223625,29.0,False
5,Sabrina Bryan,5,1541.46765952659,28.0,False
5,Cameron Mathison,6,1299.0714852025278,25.0,False
5,Helio Castroneves,6,2391.890575673502,28.0,False
5,Jane Seymour,6,976.9230058535392,22.0,False
5,Jennie Garth,6,1590.964726247684,27.0,False
5,Marie Osmond,6,948.6456855311637,23.0,False
5,Mel B,6,2791.5045214915845,30.0,False
5,Sabrina Bryan,6,1.0,25.0,True
5,Cameron Mathison,7,1192.439656422839,25.5,False
5,Helio Castroneves,7,2647.960890943184,26.0,False
5,Jane Seymour,7,826.3937755705193,25.0,True
5,Jennie Garth,7,1492.7185546440164,26.5,False
5,Marie Osmond,7,824.2201179716031,26.0,False
5,Mel B,7,3016.2670044478386,27.0,False
5,Cameron Mathison,8,1.0,25.5,True
5,Helio Castroneves,8,3357.7086900309887,28.5,False
5,Jennie Garth,8,1796.9985105172873,25.0,False
5,Marie Osmond,8,1166.924685552522,24.5,False
5,Mel B,8,3677.3681138992024,28.0,False
5,Helio Castroneves,9,4075.256579920291,30.0,False
5,Jennie Garth,9,1.0,29.0,True
5,Marie Osmond,9,1576.8700314741998,28.0,False
5,Mel B,9,4346.873388605509,30.0,False
5,Helio Castroneves,10,4161.909306189451,27.999900000000004,False
5,Marie Osmond,10,1440.3756470375943,23.0,False
5,Mel B,10,4397.715046772956,28.333199999999998,False
6,Adam Carolla,1,342.46038450524105,15.0,False
6,Cristian de la Fuente,1,1055.9837651200794,21.0,False
6,Jason Taylor,1,1363.2042551814377,22.0,False
6,Kristi Yamaguchi,1,1866.8459599873013,27.0,False
6,Mario,1,1208.771479203488,24.0,False
6,Marissa Jaret Winokur,1,701.9087802664081,18.0,False
6,Marlee Matlin,1,729.529840515873,22.0,False
6,Monica Seles,1,96.18790070831957,15.0,False
6,Penn Jillette,1,268.95434070373256,16.0,False
6,Priscilla Presley,1,875.9577708975,24.0,False
6,Shannon Elizabeth,1,1091.9619685118435,21.0,False
6,Steve Guttenberg,1,398.23355439877764,18.0,False
6,Adam Carolla,2,340.28956277021217,19.0,False
6,Cristian de la Fuente,2,1069.7415183480482,20.0,False
6,Jason Taylor,2,1377.1369546842125,27.0,False
6,Kristi Yamaguchi,2,1894.685766328123,27.0,False
6,Mario,2,1219.3948469414647,26.0,False
6,Marissa Jaret Winokur,2,712.5891767383587,21.0,False
6,Marlee Matlin,2,704.431549116297,24.0,False
6,Monica Seles,2,90.50476095844701,15.0,True
6,Penn Jillette,2,263.6784131068292,17.0,True
6,Priscilla Presley,2,848.987729834135,21.0,False
6,Shannon Elizabeth,2,1086.4244494245393,24.0,False
6,Steve Guttenberg,2,392.13527174933296,16.0,False
6,Adam Carolla,3,411.3019362076183,21.0,False
6,Cristian de la Fuente,3,1183.38247213008,25.0,False
6,Jason Taylor,3,1484.711666939153,23.0,False
6,Kristi Yamaguchi,3,2040.8090644238782,27.0,False
6,Mario,3,1316.8202489924693,21.0,False
6,Marissa Jaret Winokur,3,805.2262120817172,19.0,False
6,Marlee Matlin,3,730.2410209760488,21.0,False
6,Priscilla Presley,3,876.7971780210343,26.0,False
6,Shannon Elizabeth,3,1149.7102002279992,24.0,False
6,Steve Guttenberg,3,1.0,21.0,True
6,Adam Carolla,4,389.09896651245776,19.0,True
6,Cristian de la Fuente,4,1229.8041537154445,26.0,False
6,Jason Taylor,4,1526.576217981646,29.0,False
6,Kristi Yamaguchi,4,2146.2876559647907,29.0,False
6,Mario,4,1331.5772093222174,24.0,False
6,Marissa Jaret Winokur,4,803.1799128984785,24.0,False
6,Marlee Matlin,4,655.007053978675,24.0,False
6,Priscilla Presley,4,802.9823034478133,22.0,False
6,Shannon Elizabeth,4,1115.4865261784767,28.0,False
6,Cristian de la Fuente,5,1443.0255455168215,23.0,False
6,Jason Taylor,5,1740.707115388963,27.0,False
6,Kristi Yamaguchi,5,2452.25234056211,29.0,False
6,Mario,5,1488.3289377283654,27.0,False
6,Marissa Jaret Winokur,5,928.5272347468568,24.0,False
6,Marlee Matlin,5,728.1293475880665,22.0,False
6,Priscilla Presley,5,1.0,21.0,True
6,Shannon Elizabeth,5,1218.0294784688176,23.0,False
6,Cristian de la Fuente,6,1495.039602678963,27.0,False
6,Jason Taylor,6,1806.3615002306012,24.0,False
6,Kristi Yamaguchi,6,2632.401352211874,30.0,False
6,Mario,6,1445.542290842625,28.0,False
6,Marissa Jaret Winokur,6,850.6826363252517,26.0,False
6,Marlee Matlin,6,634.4610831301046,21.0,True
6,Shannon Elizabeth,6,1135.5115345805787,24.0,False
6,Cristian de la Fuente,7,1867.855690127881,23.0,False
6,Jason Taylor,7,2219.19974405197,27.5,False
6,Kristi Yamaguchi,7,3166.7228898736553,27.0,False
6,Mario,7,1681.9080393164102,25.5,False
6,Marissa Jaret Winokur,7,1063.313636630084,26.0,False
6,Shannon Elizabeth,7,1.0,25.5,True
6,Cristian de la Fuente,8,2277.3950681509314,28.5,False
6,Jason Taylor,8,2682.9096258893387,26.0,False
6,Kristi Yamaguchi,8,3750.9596493805984,27.5,False
6,Mario,8,1.0,26.5,True
6,Marissa Jaret Winokur,8,1287.7356565791304,25.0,False
6,Cristian de la Fuente,9,2270.463908765295,28.0,False
6,Jason Taylor,9,2738.19659984349,27.5,False
6,Kristi Yamaguchi,9,3909.6160831671523,28.5,False
6,Marissa Jaret Winokur,9,1081.723408224064,26.0,True
6,Cristian de la Fuente,10,2570.3362531173034,26.0,False
6,Jason Taylor,10,3091.5524040708874,28.5,False
6,Kristi Yamaguchi,10,4338.111342811809,30.0,False
7,Brooke Burke,1,1849.1704558904603,24.5,False
7,Cloris Leachman,1,284.1614389459506,16.0,False
7,Cody Linley,1,1084.4077777374014,20.5,False
7,Jeffrey Ross,1,53.129009442789666,12.0,True
7,Kim Kardashian,1,379.02747435814547,18.5,False
7,Lance Bass,1,1089.257824471266,21.5,False
7,Maurice Greene,1,989.8329633456336,19.5,False
7,Misty May-Treanor,1,790.4629068761965,21.0,False
7,Rocco DiSpirito,1,401.96537779675543,17.5,False
7,Susan Lucci,1,919.2368871374728,18.5,False
7,Ted McGinley,1,1.0,18.5,True
7,Toni Braxton,1,919.9832410809278,22.5,False
7,Warren Sapp,1,1238.3646429170014,21.5,False
7,Brooke Burke,2,2030.0362144105766,24.0,False
7,Cloris Leachman,2,408.2810331449509,15.0,False
7,Cody Linley,2,1208.3550943088896,21.0,False
7,Kim Kardashian,2,1.0,17.0,True
7,Lance Bass,2,1241.5418184449602,20.0,False
7,Maurice Greene,2,1125.188468163539,19.0,False
7,Misty May-Treanor,2,1.0,21.0,True
7,Rocco DiSpirito,2,527.967238184693,16.0,False
7,Susan Lucci,2,1054.17406672358,21.0,False
7,Toni Braxton,2,1030.7473693355919,23.0,False
7,Warren Sapp,2,1371.708697283219,24.0,False
7,Brooke Burke,3,2137.393566118386,28.0,False
7,Cloris Leachman,3,384.6429682715877,16.0,False
7,Cody Linley,3,1171.7635756947748,21.0,False
7,Lance Bass,3,1285.4272000869837,22.0,False
7,Maurice Greene,3,1119.2588954183984,24.0,False
7,Rocco DiSpirito,3,509.67173378292597,20.0,False
7,Susan Lucci,3,1049.018977469429,21.0,False
7,Toni Braxton,3,978.037491826228,22.0,False
7,Warren Sapp,3,1364.7855913312867,25.0,False
7,Brooke Burke,4,2309.870185783328,26.0,False
7,Cloris Leachman,4,352.8846294902688,22.0,False
7,Cody Linley,4,1099.4585420445635,23.0,False
7,Lance Bass,4,1361.7583735834326,26.0,False
7,Maurice Greene,4,1095.0336163666539,20.0,False
7,Rocco DiSpirito,4,483.16802008557465,18.0,True
7,Susan Lucci,4,1037.2238442959372,24.0,False
7,Toni Braxton,4,907.6611421805266,22.0,False
7,Warren Sapp,4,1352.941646169716,22.0,False
7,Brooke Burke,5,2733.643067145316,29.0,False
7,Cloris Leachman,5,494.4646805203405,21.0,False
7,Cody Linley,5,1169.8729511485706,28.0,False
7,Lance Bass,5,1649.902003080618,21.0,False
7,Maurice Greene,5,1233.3745818428351,27.0,False
7,Susan Lucci,5,1195.197039286565,22.0,False
7,Toni Braxton,5,1.0,22.0,True
7,Warren Sapp,5,1522.5456769757557,25.0,False
7,Brooke Burke,6,3018.6835055136903,26.0,False
7,Cloris Leachman,6,431.32284983513415,15.0,True
7,Cody Linley,6,1005.8052211548461,23.0,False
7,Lance Bass,6,1767.95474721126,27.0,False
7,Maurice Greene,6,1146.6329390045037,21.0,False
7,Susan Lucci,6,1139.2384239220612,23.0,False
7,Warren Sapp,6,1490.3623133585052,25.0,False
7,Brooke Burke,7,3631.715975795484,30.0,False
7,Cody Linley,7,1114.1910761182019,22.0,False
7,Lance Bass,7,2183.555892504693,25.0,False
7,Maurice Greene,7,1327.7782966856405,25.0,False
7,Susan Lucci,7,1.0,24.0,True
7,Warren Sapp,7,1741.7587588959802,21.0,False
7,Brooke Burke,8,4227.370272929356,27.5,False
7,Cody Linley,8,1209.2871443899417,24.0,False
7,Lance Bass,8,2579.518779624303,25.0,False
7,Maurice Greene,8,1.0,24.0,True
7,Warren Sapp,8,1982.8238030563978,27.0,False
7,Brooke Burke,9,4461.386042915387,24.5,False
7,Cody Linley,9,989.127390837897,23.0,True
7,Lance Bass,9,2640.7498594558797,28.5,False
7,Warren Sapp,9,1908.7367067908358,24.5,False
7,Brooke Burke,10,4911.029120160404,30.0,False
7,Lance Bass,10,2956.9939752427954,27.5,False
7,Warren Sapp,10,2131.9769045968005,27.5,False
8,Belinda Carlisle,1,488.9749504841681,17.0,False
8,Chuck Wicks,1,888.2596972279359,20.0,False
8,David Alan Grier,1,729.585340327777,19.0,False
8,Denise Richards,1,601.0675913615404,18.0,False
8,Gilles Marini,1,1458.7132745569436,24.0,False
8,Holly Madison,1,476.0572151780309,18.0,False
8,Lawrence Taylor,1,576.1678230084603,16.0,False
8,Lil' Kim,1,1194.397152099378,21.0,False
8,Melissa Rycroft,1,1310.4182330553826,23.0,False
8,Shawn Johnson,1,1243.9595555311973,23.0,False
8,Steve Wozniak,1,120.24825935734295,13.0,False
8,Steve-O,1,239.20162884923914,17.0,False
8,Ty Murray,1,672.9492789626029,14.0,False
8,Belinda Carlisle,2,1.0,18.0,True
8,Chuck Wicks,2,936.4105400121546,20.0,False
8,David Alan Grier,2,765.9975207884097,17.0,False
8,Denise Richards,2,631.9325698893264,21.0,False
8,Gilles Marini,2,1513.5797599949274,27.0,False
8,Holly Madison,2,505.64424344373174,18.0,False
8,Lawrence Taylor,2,609.3955179015664,20.0,False
8,Lil' Kim,2,1252.5194750807675,23.0,False
8,Melissa Rycroft,2,1354.4323999140029,26.0,False
8,Shawn Johnson,2,1299.023414078167,24.0,False
8,Steve Wozniak,2,151.06341154226078,17.0,False
8,Steve-O,2,265.09039019939854,14.0,False
8,Ty Murray,2,713.9107571552872,20.0,False
8,Chuck Wicks,3,1015.5399993042612,23.0,False
8,David Alan Grier,3,808.6948685111889,24.0,False
8,Denise Richards,3,1.0,16.0,True
8,Gilles Marini,3,1615.6553110208524,27.0,False
8,Holly Madison,3,527.4102176551181,17.0,False
8,Lawrence Taylor,3,637.2887531557843,20.0,False
8,Lil' Kim,3,1358.385631977983,25.0,False
8,Melissa Rycroft,3,1416.220917861543,27.0,False
8,Shawn Johnson,3,1408.6923989879533,27.0,False
8,Steve Wozniak,3,170.89894635551295,10.0,False
8,Steve-O,3,281.02014412304464,15.0,False
8,Ty Murray,3,759.1928110467576,23.0,False
8,Chuck Wicks,4,1081.7402998622395,22.0,False
8,David Alan Grier,4,837.5577620259307,22.0,False
8,Gilles Marini,4,1713.6467162102965,30.0,False
8,Holly Madison,4,1.0,16.0,True
8,Lawrence Taylor,4,658.8779874970043,19.0,False
8,Lil' Kim,4,1445.4494730575157,27.0,False
8,Melissa Rycroft,4,1465.4550352298213,29.0,False
8,Shawn Johnson,4,1521.912342215994,25.0,False
8,Steve Wozniak,4,189.90206402166706,12.0,True
8,Steve-O,4,298.9488216997612,15.0,False
8,Ty Murray,4,785.5094981797691,25.0,False
8,Chuck Wicks,5,1211.0533788462903,23.0,False
8,David Alan Grier,5,1.0,22.0,True
8,Gilles Marini,5,1900.4167175309258,29.0,False
8,Lawrence Taylor,5,738.5601772417285,20.0,False
8,Lil' Kim,5,1593.7578552109408,26.0,False
8,Melissa Rycroft,5,1571.2343775035206,25.0,False
8,Shawn Johnson,5,1751.0275373678055,26.0,False
8,Steve-O,5,379.968698374747,18.0,False
8,Ty Murray,5,852.9812579240406,21.0,False
8,Chuck Wicks,6,1196.693540409111,23.0,False
8,Gilles Marini,6,1978.8777703298185,26.0,False
8,Lawrence Taylor,6,684.2304281989494,22.0,False
8,Lil' Kim,6,1591.7191908314355,28.0,False
8,Melissa Rycroft,6,1538.0619675087778,27.0,False
8,Shawn Johnson,6,1912.2357955706614,26.0,False
8,Steve-O,6,330.69701638184677,16.0,True
8,Ty Murray,6,767.4842907693985,18.0,False
8,Chuck Wicks,7,1198.7017161089798,27.0,False
8,Gilles Marini,7,2119.2566940023576,27.0,False
8,Lawrence Taylor,7,665.4108262279107,21.0,True
8,Lil' Kim,7,1592.744045910984,26.0,False
8,Melissa Rycroft,7,1536.1651455942185,29.0,False
8,Shawn Johnson,7,2180.300734630134,28.0,False
8,Ty Murray,7,707.4208375254143,24.0,False
8,Chuck Wicks,8,1.0,25.5,True
8,Gilles Marini,8,2578.057912159963,27.5,False
8,Lil' Kim,8,1849.9015405668652,28.0,False
8,Melissa Rycroft,8,1831.8262139720757,23.0,False
8,Shawn Johnson,8,2803.726357700944,26.0,False
