season,celebrity,week,fan_vote_est,judge_score,eliminated
4,Laila Ali,1,1428.456547,23,FALSE
4,Leeza Gibbons,1,623.6419786,15,FALSE
4,Paulina Porizkova,1,708.8742536,19,FALSE
4,Shandi Finnessey,1,654.0334941,19,FALSE
4,Apolo Anton Ohno,2,1654.286795,26,FALSE
4,Billy Ray Cyrus,2,617.1812321,21,FALSE
4,Clyde Drexler,2,204.0628872,18,FALSE
4,Heather Mills,2,1129.818296,24,FALSE
4,Ian Ziering,2,1256.148585,22,FALSE
4,Joey Fatone,2,1652.199458,24,FALSE
4,John Ratzenberger,2,569.7876641,21,FALSE
4,Laila Ali,2,1517.119188,27,FALSE
4,Leeza Gibbons,2,687.3432994,21,FALSE
4,Paulina Porizkova,2,1,21,TRUE
4,Shandi Finnessey,2,711.0525955,20,FALSE
4,Apolo Anton Ohno,3,1799.167292,23,FALSE
4,Billy Ray Cyrus,3,661.5892785,21,FALSE
4,Clyde Drexler,3,256.0898914,16,FALSE
4,Heather Mills,3,1184.058386,24,FALSE
4,Ian Ziering,3,1326.039884,24,FALSE
4,Joey Fatone,3,1778.116987,24,FALSE
4,John Ratzenberger,3,617.0856549,20,FALSE
4,Laila Ali,3,1633.149107,21,FALSE
4,Leeza Gibbons,3,743.7035179,24,FALSE
4,Shandi Finnessey,3,1,21,TRUE
4,Apolo Anton Ohno,4,2000.820974,26,FALSE
4,Billy Ray Cyrus,4,689.5983412,21,FALSE
4,Clyde Drexler,4,309.5001055,15,FALSE
4,Heather Mills,4,1229.292024,23,FALSE
4,Ian Ziering,4,1388.544559,24,FALSE
4,Joey Fatone,4,1943.147776,28,FALSE
4,John Ratzenberger,4,659.5961735,16,FALSE
4,Laila Ali,4,1778.500048,21,FALSE
4,Leeza Gibbons,4,1,16,TRUE
4,Apolo Anton Ohno,5,2158.786591,30,FALSE
4,Billy Ray Cyrus,5,602.2941181,17,FALSE
4,Clyde Drexler,5,267.0748485,13,TRUE
4,Heather Mills,5,1162.870249,21,FALSE
4,Ian Ziering,5,1331.995417,24,FALSE
4,Joey Fatone,5,2035.181919,25,FALSE
4,John Ratzenberger,5,602.4418881,18,FALSE
4,Laila Ali,5,1839.354969,28,FALSE
4,Apolo Anton Ohno,6,2579.74575,28,FALSE
4,Billy Ray Cyrus,6,726.566373,21,FALSE
4,Heather Mills,6,1,23,TRUE
4,Ian Ziering,6,1465.90476,24,FALSE
4,Joey Fatone,6,2361.448472,27,FALSE
4,John Ratzenberger,6,758.9016639,19,FALSE
4,Laila Ali,6,2106.432981,28,FALSE
4,Apolo Anton Ohno,7,2934.232803,27,FALSE
4,Billy Ray Cyrus,7,748.3216706,19,FALSE
4,Ian Ziering,7,1473.443132,27,FALSE
4,Joey Fatone,7,2592.155994,29.5,FALSE
4,John Ratzenberger,7,1,22.5,TRUE
4,Laila Ali,7,2250.846401,29.5,FALSE
4,Apolo Anton Ohno,8,3156.811165,29,FALSE
4,Billy Ray Cyrus,8,629.1695768,19,TRUE
4,Ian Ziering,8,1311.54306,23.5,FALSE
4,Joey Fatone,8,2671.744457,27.5,FALSE
4,Laila Ali,8,2230.731741,26.5,FALSE
4,Apolo Anton Ohno,9,3498.626458,29.5,FALSE
4,Ian Ziering,9,1271.85157,29,TRUE
4,Joey Fatone,9,2881.29537,30,FALSE
4,Laila Ali,9,2348.226602,30,FALSE
4,Apolo Anton Ohno,10,4012.035906,29.3332,FALSE
4,Joey Fatone,10,3294.914587,28.6665,FALSE
4,Laila Ali,10,2693.049507,28.3332,FALSE
5,Albert Reed,1,691.8156886,21,FALSE
5,Cameron Mathison,1,951.8545083,21,FALSE
5,Floyd Mayweather Jr. ,1,487.5559445,18,FALSE
5,Helio Castroneves,1,1282.413275,25,FALSE
5,Jane Seymour,1,969.6317816,24,FALSE
5,Jennie Garth,1,1105.754974,21,FALSE
5,Josie Maran,1,115.8685386,16,TRUE
5,Marie Osmond,1,856.3201597,21,FALSE
5,Mark Cuban,1,334.4614346,21,FALSE
5,Mel B,1,1509.467736,24,FALSE
5,Sabrina Bryan,1,1508.720888,26,FALSE
5,Wayne Newton,1,186.135071,19,FALSE
5,Albert Reed,2,1,21,TRUE
5,Cameron Mathison,2,1033.228264,21,FALSE
5,Floyd Mayweather Jr. ,2,561.4942927,21,FALSE
5,Helio Castroneves,2,1388.335005,27,FALSE
5,Jane Seymour,2,1019.778496,21,FALSE
5,Jennie Garth,2,1200.226087,21,FALSE
5,Marie Osmond,2,914.7048713,24,FALSE
5,Mark Cuban,2,397.8805476,18,FALSE
5,Mel B,2,1643.0691,23,FALSE
5,Sabrina Bryan,2,1582.206661,26,FALSE
5,Wayne Newton,2,258.0766754,15,FALSE
5,Cameron Mathison,3,1029.807606,23,FALSE
5,Floyd Mayweather Jr. ,3,544.1593797,21,FALSE
5,Helio Castroneves,3,1453.987425,24,FALSE
5,Jane Seymour,3,953.2997951,27,FALSE
5,Jennie Garth,3,1224.848114,26,FALSE
5,Marie Osmond,3,861.9505745,26,FALSE
5,Mark Cuban,3,365.903276,20,FALSE
5,Mel B,3,1762.764009,27,FALSE
5,Sabrina Bryan,3,1561.178125,27,FALSE
5,Wayne Newton,3,242.1016956,18,TRUE
5,Cameron Mathison,4,1107.186839,27,FALSE
5,Floyd Mayweather Jr. ,4,1,23,TRUE
5,Helio Castroneves,4,1670.603549,27,FALSE
5,Jane Seymour,4,944.6511016,26,FALSE
5,Jennie Garth,4,1337.315344,27,FALSE
5,Marie Osmond,4,872.8741245,26,FALSE
5,Mark Cuban,4,419.3228646,22,FALSE
5,Mel B,4,2033.868695,26,FALSE
5,Sabrina Bryan,4,1613.177483,30,FALSE
5,Cameron Mathison,5,1066.456313,26,FALSE
5,Helio Castroneves,5,1853.128092,23,FALSE
5,Jane Seymour,5,816.4986932,26,FALSE
5,Jennie Garth,5,1331.546802,25,FALSE
5,Marie Osmond,5,764.9836723,21,FALSE
5,Mark Cuban,5,373.338959,21,TRUE
5,Mel B,5,2252.579809,29,FALSE
5,Sabrina Bryan,5,1541.46766,28,FALSE
5,Cameron Mathison,6,1299.071485,25,FALSE
5,Helio Castroneves,6,2391.890576,28,FALSE
5,Jane Seymour,6,976.9230059,22,FALSE
5,Jennie Garth,6,1590.964726,27,FALSE
5,Marie Osmond,6,948.6456855,23,FALSE
5,Mel B,6,2791.504521,30,FALSE
5,Sabrina Bryan,6,1,25,TRUE
5,Cameron Mathison,7,1192.439656,25.5,FALSE
5,Helio Castroneves,7,2647.960891,26,FALSE
5,Jane Seymour,7,826.3937756,25,TRUE
5,Jennie Garth,7,1492.718555,26.5,FALSE
5,Marie Osmond,7,824.220118,26,FALSE
5,Mel B,7,3016.267004,27,FALSE
5,Cameron Mathison,8,1,25.5,TRUE
5,Helio Castroneves,8,3357.70869,28.5,FALSE
5,Jennie Garth,8,1796.998511,25,FALSE
5,Marie Osmond,8,1166.924686,24.5,FALSE
5,Mel B,8,3677.368114,28,FALSE
5,Helio Castroneves,9,4075.25658,30,FALSE
5,Jennie Garth,9,1,29,TRUE
5,Marie Osmond,9,1576.870031,28,FALSE
5,Mel B,9,4346.873389,30,FALSE
5,Helio Castroneves,10,4161.909306,27.9999,FALSE
5,Marie Osmond,10,1440.375647,23,FALSE
5,Mel B,10,4397.715047,28.3332,FALSE
6,Adam Carolla,1,342.4603845,15,FALSE
6,Cristian de la Fuente,1,1055.983765,21,FALSE
6,Jason Taylor,1,1363.204255,22,FALSE
6,Kristi Yamaguchi,1,1866.84596,27,FALSE
6,Mario,1,1208.771479,24,FALSE
6,Marissa Jaret Winokur,1,701.9087803,18,FALSE
6,Marlee Matlin,1,729.5298405,22,FALSE
6,Monica Seles,1,96.18790071,15,FALSE
6,Penn Jillette,1,268.9543407,16,FALSE
6,Priscilla Presley,1,875.9577709,24,FALSE
6,Shannon Elizabeth,1,1091.961969,21,FALSE
6,Steve Guttenberg,1,398.2335544,18,FALSE
6,Adam Carolla,2,340.2895628,19,FALSE
6,Cristian de la Fuente,2,1069.741518,20,FALSE
6,Jason Taylor,2,1377.136955,27,FALSE
6,Kristi Yamaguchi,2,1894.685766,27,FALSE
6,Mario,2,1219.394847,26,FALSE
6,Marissa Jaret Winokur,2,712.5891767,21,FALSE
6,Marlee Matlin,2,704.4315491,24,FALSE
6,Monica Seles,2,90.50476096,15,TRUE
6,Penn Jillette,2,263.6784131,17,TRUE
6,Priscilla Presley,2,848.9877298,21,FALSE
6,Shannon Elizabeth,2,1086.424449,24,FALSE
6,Steve Guttenberg,2,392.1352717,16,FALSE
6,Adam Carolla,3,411.3019362,21,FALSE
6,Cristian de la Fuente,3,1183.382472,25,FALSE
6,Jason Taylor,3,1484.711667,23,FALSE
6,Kristi Yamaguchi,3,2040.809064,27,FALSE
6,Mario,3,1316.820249,21,FALSE
6,Marissa Jaret Winokur,3,805.2262121,19,FALSE
6,Marlee Matlin,3,730.241021,21,FALSE
6,Priscilla Presley,3,876.797178,26,FALSE
6,Shannon Elizabeth,3,1149.7102,24,FALSE
6,Steve Guttenberg,3,1,21,TRUE
6,Adam Carolla,4,389.0989665,19,TRUE
6,Cristian de la Fuente,4,1229.804154,26,FALSE
6,Jason Taylor,4,1526.576218,29,FALSE
6,Kristi Yamaguchi,4,2146.287656,29,FALSE
6,Mario,4,1331.577209,24,FALSE
6,Marissa Jaret Winokur,4,803.1799129,24,FALSE
6,Marlee Matlin,4,655.007054,24,FALSE
6,Priscilla Presley,4,802.9823034,22,FALSE
6,Shannon Elizabeth,4,1115.486526,28,FALSE
6,Cristian de la Fuente,5,1443.025546,23,FALSE
6,Jason Taylor,5,1740.707115,27,FALSE
6,Kristi Yamaguchi,5,2452.252341,29,FALSE
6,Mario,5,1488.328938,27,FALSE
6,Marissa Jaret Winokur,5,928.5272347,24,FALSE
6,Marlee Matlin,5,728.1293476,22,FALSE
6,Priscilla Presley,5,1,21,TRUE
6,Shannon Elizabeth,5,1218.029478,23,FALSE
6,Cristian de la Fuente,6,1495.039603,27,FALSE
6,Jason Taylor,6,1806.3615,24,FALSE
6,Kristi Yamaguchi,6,2632.401352,30,FALSE
6,Mario,6,1445.542291,28,FALSE
6,Marissa Jaret Winokur,6,850.6826363,26,FALSE
6,Marlee Matlin,6,634.4610831,21,TRUE
6,Shannon Elizabeth,6,1135.511535,24,FALSE
6,Cristian de la Fuente,7,1867.85569,23,FALSE
6,Jason Taylor,7,2219.199744,27.5,FALSE
6,Kristi Yamaguchi,7,3166.72289,27,FALSE
6,Mario,7,1681.908039,25.5,FALSE
6,Marissa Jaret Winokur,7,1063.313637,26,FALSE
6,Shannon Elizabeth,7,1,25.5,TRUE
6,Cristian de la Fuente,8,2277.395068,28.5,FALSE
6,Jason Taylor,8,2682.909626,26,FALSE
6,Kristi Yamaguchi,8,3750.959649,27.5,FALSE
6,Mario,8,1,26.5,TRUE
6,Marissa Jaret Winokur,8,1287.735657,25,FALSE
6,Cristian de la Fuente,9,2270.463909,28,FALSE
6,Jason Taylor,9,2738.1966,27.5,FALSE
6,Kristi Yamaguchi,9,3909.616083,28.5,FALSE
6,Marissa Jaret Winokur,9,1081.723408,26,TRUE
6,Cristian de la Fuente,10,2570.336253,26,FALSE
6,Jason Taylor,10,3091.552404,28.5,FALSE
6,Kristi Yamaguchi,10,4338.111343,30,FALSE
7,Brooke Burke,1,1849.170456,24.5,FALSE
7,Cloris Leachman,1,284.1614389,16,FALSE
7,Cody Linley,1,1084.407778,20.5,FALSE
7,Jeffrey Ross,1,53.12900944,12,TRUE
7,Kim Kardashian,1,379.0274744,18.5,FALSE
7,Lance Bass,1,1089.257824,21.5,FALSE
7,Maurice Greene,1,989.8329633,19.5,FALSE
7,Misty May-Treanor,1,790.4629069,21,FALSE
7,Rocco DiSpirito,1,401.9653778,17.5,FALSE
7,Susan Lucci,1,919.2368871,18.5,FALSE
7,Ted McGinley,1,1,18.5,TRUE
7,Toni Braxton,1,919.9832411,22.5,FALSE
7,Warren Sapp,1,1238.364643,21.5,FALSE
7,Brooke Burke,2,2030.036214,24,FALSE
7,Cloris Leachman,2,408.2810331,15,FALSE
7,Cody Linley,2,1208.355094,21,FALSE
7,Kim Kardashian,2,1,17,TRUE
7,Lance Bass,2,1241.541818,20,FALSE
7,Maurice Greene,2,1125.188468,19,FALSE
7,Misty May-Treanor,2,1,21,TRUE
7,Rocco DiSpirito,2,527.9672382,16,FALSE
7,Susan Lucci,2,1054.174067,21,FALSE
7,Toni Braxton,2,1030.747369,23,FALSE
7,Warren Sapp,2,1371.708697,24,FALSE
7,Brooke Burke,3,2137.393566,28,FALSE
7,Cloris Leachman,3,384.6429683,16,FALSE
7,Cody Linley,3,1171.763576,21,FALSE
7,Lance Bass,3,1285.4272,22,FALSE
7,Maurice Greene,3,1119.258895,24,FALSE
7,Rocco DiSpirito,3,509.6717338,20,FALSE
7,Susan Lucci,3,1049.018977,21,FALSE
7,Toni Braxton,3,978.0374918,22,FALSE
7,Warren Sapp,3,1364.785591,25,FALSE
7,Brooke Burke,4,2309.870186,26,FALSE
7,Cloris Leachman,4,352.8846295,22,FALSE
7,Cody Linley,4,1099.458542,23,FALSE
7,Lance Bass,4,1361.758374,26,FALSE
7,Maurice Greene,4,1095.033616,20,FALSE
7,Rocco DiSpirito,4,483.1680201,18,TRUE
7,Susan Lucci,4,1037.223844,24,FALSE
7,Toni Braxton,4,907.6611422,22,FALSE
7,Warren Sapp,4,1352.941646,22,FALSE
7,Brooke Burke,5,2733.643067,29,FALSE
7,Cloris Leachman,5,494.4646805,21,FALSE
7,Cody Linley,5,1169.872951,28,FALSE
7,Lance Bass,5,1649.902003,21,FALSE
7,Maurice Greene,5,1233.374582,27,FALSE
7,Susan Lucci,5,1195.197039,22,FALSE
7,Toni Braxton,5,1,22,TRUE
7,Warren Sapp,5,1522.545677,25,FALSE
7,Brooke Burke,6,3018.683506,26,FALSE
7,Cloris Leachman,6,431.3228498,15,TRUE
7,Cody Linley,6,1005.805221,23,FALSE
7,Lance Bass,6,1767.954747,27,FALSE
7,Maurice Greene,6,1146.632939,21,FALSE
7,Susan Lucci,6,1139.238424,23,FALSE
7,Warren Sapp,6,1490.362313,25,FALSE
7,Brooke Burke,7,3631.715976,30,FALSE
7,Cody Linley,7,1114.191076,22,FALSE
7,Lance Bass,7,2183.555893,25,FALSE
7,Maurice Greene,7,1327.778297,25,FALSE
7,Susan Lucci,7,1,24,TRUE
7,Warren Sapp,7,1741.758759,21,FALSE
7,Brooke Burke,8,4227.370273,27.5,FALSE
7,Cody Linley,8,1209.287144,24,FALSE
7,Lance Bass,8,2579.51878,25,FALSE
7,Maurice Greene,8,1,24,TRUE
7,Warren Sapp,8,1982.823803,27,FALSE
7,Brooke Burke,9,4461.386043,24.5,FALSE
7,Cody Linley,9,989.1273908,23,TRUE
7,Lance Bass,9,2640.749859,28.5,FALSE
7,Warren Sapp,9,1908.736707,24.5,FALSE
7,Brooke Burke,10,4911.02912,30,FALSE
7,Lance Bass,10,2956.993975,27.5,FALSE
7,Warren Sapp,10,2131.976905,27.5,FALSE
8,Belinda Carlisle,1,488.9749505,17,FALSE
8,Chuck Wicks,1,888.2596972,20,FALSE
8,David Alan Grier,1,729.5853403,19,FALSE
8,Denise Richards,1,601.0675914,18,FALSE
8,Gilles Marini,1,1458.713275,24,FALSE
8,Holly Madison,1,476.0572152,18,FALSE
8,Lawrence Taylor,1,576.167823,16,FALSE
8,Lil' Kim,1,1194.397152,21,FALSE
8,Melissa Rycroft,1,1310.418233,23,FALSE
8,Shawn Johnson,1,1243.959556,23,FALSE
8,Steve Wozniak,1,120.2482594,13,FALSE
8,Steve-O,1,239.2016288,17,FALSE
8,Ty Murray,1,672.949279,14,FALSE
8,Belinda Carlisle,2,1,18,TRUE
8,Chuck Wicks,2,936.41054,20,FALSE
8,David Alan Grier,2,765.9975208,17,FALSE
8,Denise Richards,2,631.9325699,21,FALSE
8,Gilles Marini,2,1513.57976,27,FALSE
8,Holly Madison,2,505.6442434,18,FALSE
8,Lawrence Taylor,2,609.3955179,20,FALSE
8,Lil' Kim,2,1252.519475,23,FALSE
8,Melissa Rycroft,2,1354.4324,26,FALSE
8,Shawn Johnson,2,1299.023414,24,FALSE
8,Steve Wozniak,2,151.0634115,17,FALSE
8,Steve-O,2,265.0903902,14,FALSE
8,Ty Murray,2,713.9107572,20,FALSE
8,Chuck Wicks,3,1015.539999,23,FALSE
8,David Alan Grier,3,808.6948685,24,FALSE
8,Denise Richards,3,1,16,TRUE
8,Gilles Marini,3,1615.655311,27,FALSE
8,Holly Madison,3,527.4102177,17,FALSE
8,Lawrence Taylor,3,637.2887532,20,FALSE
8,Lil' Kim,3,1358.385632,25,FALSE
8,Melissa Rycroft,3,1416.220918,27,FALSE
8,Shawn Johnson,3,1408.692399,27,FALSE
8,Steve Wozniak,3,170.8989464,10,FALSE
8,Steve-O,3,281.0201441,15,FALSE
8,Ty Murray,3,759.192811,23,FALSE
8,Chuck Wicks,4,1081.7403,22,FALSE
8,David Alan Grier,4,837.557762,22,FALSE
8,Gilles Marini,4,1713.646716,30,FALSE
8,Holly Madison,4,1,16,TRUE
8,Lawrence Taylor,4,658.8779875,19,FALSE
8,Lil' Kim,4,1445.449473,27,FALSE
8,Melissa Rycroft,4,1465.455035,29,FALSE
8,Shawn Johnson,4,1521.912342,25,FALSE
8,Steve Wozniak,4,189.902064,12,TRUE
8,Steve-O,4,298.9488217,15,FALSE
8,Ty Murray,4,785.5094982,25,FALSE
8,Chuck Wicks,5,1211.053379,23,FALSE
8,David Alan Grier,5,1,22,TRUE
8,Gilles Marini,5,1900.416718,29,FALSE
8,Lawrence Taylor,5,738.5601772,20,FALSE
8,Lil' Kim,5,1593.757855,26,FALSE
8,Melissa Rycroft,5,1571.234378,25,FALSE
8,Shawn Johnson,5,1751.027537,26,FALSE
8,Steve-O,5,379.9686984,18,FALSE
8,Ty Murray,5,852.9812579,21,FALSE
8,Chuck Wicks,6,1196.69354,23,FALSE
8,Gilles Marini,6,1978.87777,26,FALSE
8,Lawrence Taylor,6,684.2304282,22,FALSE
8,Lil' Kim,6,1591.719191,28,FALSE
8,Melissa Rycroft,6,1538.061968,27,FALSE
8,Shawn Johnson,6,1912.235796,26,FALSE
8,Steve-O,6,330.6970164,16,TRUE
8,Ty Murray,6,767.4842908,18,FALSE
8,Chuck Wicks,7,1198.701716,27,FALSE
8,Gilles Marini,7,2119.256694,27,FALSE
8,Lawrence Taylor,7,665.4108262,21,TRUE
8,Lil' Kim,7,1592.744046,26,FALSE
8,Melissa Rycroft,7,1536.165146,29,FALSE
8,Shawn Johnson,7,2180.300735,28,FALSE
8,Ty Murray,7,707.4208375,24,FALSE
8,Chuck Wicks,8,1,25.5,TRUE
8,Gilles Marini,8,2578.057912,27.5,FALSE
8,Lil' Kim,8,1849.901541,28,FALSE
8,Melissa Rycroft,8,1831.826214,23,FALSE
8,Shawn Johnson,8,2803.726358,26,FALSE
8,Ty Murray,8,935.4879756,26,FALSE
8,Gilles Marini,9,3097.116961,28,FALSE
8,Lil' Kim,9,1,26,TRUE
8,Melissa Rycroft,9,2194.136209,28.5,FALSE
8,Shawn Johnson,9,3505.092124,28,FALSE
8,Ty Murray,9,1202.654705,23,FALSE
8,Gilles Marini,10,3154.441483,30,FALSE
8,Melissa Rycroft,10,2116.300275,27.5,FALSE
8,Shawn Johnson,10,3729.329208,28,FALSE
8,Ty Murray,10,999.9290337,24,TRUE
8,Gilles Marini,11,3477.169634,29,FALSE
8,Melissa Rycroft,11,2343.893155,28.5,FALSE
8,Shawn Johnson,11,4178.937211,30,FALSE
9,Aaron Carter,1,1076.368453,31.9999,FALSE
9,Ashley Hamiliton,1,81.05129883,18.9999,TRUE
9,Chuck Liddell,1,306.7990153,22,FALSE
9,Debi Mazar,1,470.1174497,22,FALSE
9,Donny Osmond,1,1235.00119,29.9999,FALSE
9,Joanna Krupa,1,1136.149387,33.9999,FALSE
9,Kathy Ireland,1,139.0269817,19.9999,FALSE
9,Kelly Osbourne,1,768.3626497,30.9998,FALSE
9,Louie Vito,1,422.2168112,26.9998,FALSE
9,Macy Gray,1,81.05129883,18.9999,TRUE
